ID,Area_Name,Year,Sub_Group_Name,K_A_Cases_Reported
1772,Uttarakhand,2010,07. For Ransom,2
1773,West Bengal,2010,07. For Ransom,72
1774,Andhra Pradesh,2001,08. For Revenge,47
1775,Arunachal Pradesh,2001,08. For Revenge,1
1776,Assam,2001,08. For Revenge,95
1777,Bihar,2001,08. For Revenge,182
1778,Chandigarh,2001,08. For Revenge,0
1779,Chhattisgarh,2001,08. For Revenge,1
1780,Delhi,2001,08. For Revenge,15
1781,Gujarat,2001,08. For Revenge,18
1782,Haryana,2001,08. For Revenge,25
1783,Himachal Pradesh,2001,08. For Revenge,1
1784,Jammu & Kashmir,2001,08. For Revenge,2
1785,Jharkhand,2001,08. For Revenge,9
1786,Karnataka,2001,08. For Revenge,18
1787,Kerala,2001,08. For Revenge,11
1788,Madhya Pradesh,2001,08. For Revenge,4
1789,Maharashtra,2001,08. For Revenge,18
1790,Meghalaya,2001,08. For Revenge,0
1791,Mizoram,2001,08. For Revenge,0
1792,Nagaland,2001,08. For Revenge,1
1793,Odisha,2001,08. For Revenge,18
1794,Punjab,2001,08. For Revenge,12
1795,Rajasthan,2001,08. For Revenge,31
1796,Tamil Nadu,2001,08. For Revenge,6
1797,Uttar Pradesh,2001,08. For Revenge,411
1798,West Bengal,2001,08. For Revenge,15
1799,Andhra Pradesh,2002,08. For Revenge,34
1800,Assam,2002,08. For Revenge,106
1801,Bihar,2002,08. For Revenge,155
1802,Chhattisgarh,2002,08. For Revenge,0
1803,Dadra & Nagar Haveli,2002,08. For Revenge,1
1804,Daman & Diu,2002,08. For Revenge,0
1805,Delhi,2002,08. For Revenge,11
1806,Gujarat,2002,08. For Revenge,19
1807,Haryana,2002,08. For Revenge,33
1808,Himachal Pradesh,2002,08. For Revenge,0
1809,Jammu & Kashmir,2002,08. For Revenge,3
1810,Jharkhand,2002,08. For Revenge,34
1811,Karnataka,2002,08. For Revenge,19
1812,Kerala,2002,08. For Revenge,10
1813,Madhya Pradesh,2002,08. For Revenge,10
1814,Maharashtra,2002,08. For Revenge,17
1815,Meghalaya,2002,08. For Revenge,0
1816,Nagaland,2002,08. For Revenge,0
1817,Odisha,2002,08. For Revenge,14
1818,Punjab,2002,08. For Revenge,11
1819,Rajasthan,2002,08. For Revenge,17
1820,Tamil Nadu,2002,08. For Revenge,7
1821,Tripura,2002,08. For Revenge,0
1822,Uttar Pradesh,2002,08. For Revenge,463
1823,Uttarakhand,2002,08. For Revenge,2
1824,West Bengal,2002,08. For Revenge,17
1825,Andhra Pradesh,2003,08. For Revenge,81
1826,Arunachal Pradesh,2003,08. For Revenge,0
1827,Assam,2003,08. For Revenge,95
1828,Bihar,2003,08. For Revenge,136
1829,Chandigarh,2003,08. For Revenge,3
1830,Chhattisgarh,2003,08. For Revenge,0
1831,Daman & Diu,2003,08. For Revenge,0
1832,Gujarat,2003,08. For Revenge,10
1833,Haryana,2003,08. For Revenge,30
1834,Himachal Pradesh,2003,08. For Revenge,1
1835,Jammu & Kashmir,2003,08. For Revenge,2
1836,Jharkhand,2003,08. For Revenge,2
1837,Karnataka,2003,08. For Revenge,14
1838,Kerala,2003,08. For Revenge,21
1839,Madhya Pradesh,2003,08. For Revenge,3
1840,Maharashtra,2003,08. For Revenge,19
1841,Meghalaya,2003,08. For Revenge,0
1842,Nagaland,2003,08. For Revenge,0
1843,Odisha,2003,08. For Revenge,27
1844,Puducherry,2003,08. For Revenge,1
1845,Punjab,2003,08. For Revenge,11
1846,Rajasthan,2003,08. For Revenge,27
1847,Tamil Nadu,2003,08. For Revenge,11
1848,Uttar Pradesh,2003,08. For Revenge,244
1849,Uttarakhand,2003,08. For Revenge,1
1850,West Bengal,2003,08. For Revenge,1
1851,Andhra Pradesh,2004,08. For Revenge,87
1852,Arunachal Pradesh,2004,08. For Revenge,0
1853,Assam,2004,08. For Revenge,15
1854,Bihar,2004,08. For Revenge,152
1855,Chandigarh,2004,08. For Revenge,4
1856,Chhattisgarh,2004,08. For Revenge,1
1857,Delhi,2004,08. For Revenge,1
1858,Gujarat,2004,08. For Revenge,24
1859,Haryana,2004,08. For Revenge,23
1860,Himachal Pradesh,2004,08. For Revenge,2
1861,Jammu & Kashmir,2004,08. For Revenge,15
1862,Jharkhand,2004,08. For Revenge,2
1863,Karnataka,2004,08. For Revenge,29
1864,Kerala,2004,08. For Revenge,13
1865,Madhya Pradesh,2004,08. For Revenge,6
1866,Maharashtra,2004,08. For Revenge,18
1867,Manipur,2004,08. For Revenge,0
1868,Meghalaya,2004,08. For Revenge,1
1869,Mizoram,2004,08. For Revenge,0
1870,Nagaland,2004,08. For Revenge,0
1871,Odisha,2004,08. For Revenge,14
1872,Punjab,2004,08. For Revenge,7
1873,Rajasthan,2004,08. For Revenge,8
1874,Tamil Nadu,2004,08. For Revenge,10
1875,Tripura,2004,08. For Revenge,0
1876,Uttar Pradesh,2004,08. For Revenge,271
1877,West Bengal,2004,08. For Revenge,10
1878,Andhra Pradesh,2005,08. For Revenge,59
1879,Arunachal Pradesh,2005,08. For Revenge,1
1880,Assam,2005,08. For Revenge,17
1881,Bihar,2005,08. For Revenge,90
1882,Chandigarh,2005,08. For Revenge,3
1883,Chhattisgarh,2005,08. For Revenge,1
1884,Daman & Diu,2005,08. For Revenge,2
1885,Delhi,2005,08. For Revenge,1
1886,Goa,2005,08. For Revenge,1
1887,Gujarat,2005,08. For Revenge,22
1888,Haryana,2005,08. For Revenge,25
1889,Himachal Pradesh,2005,08. For Revenge,1
1890,Jammu & Kashmir,2005,08. For Revenge,13
1891,Jharkhand,2005,08. For Revenge,1
1892,Karnataka,2005,08. For Revenge,17
1893,Kerala,2005,08. For Revenge,2
1894,Madhya Pradesh,2005,08. For Revenge,7
1895,Maharashtra,2005,08. For Revenge,23
1896,Manipur,2005,08. For Revenge,0
1897,Meghalaya,2005,08. For Revenge,3
1898,Mizoram,2005,08. For Revenge,0
1899,Nagaland,2005,08. For Revenge,3
1900,Odisha,2005,08. For Revenge,32
1901,Puducherry,2005,08. For Revenge,3
1902,Punjab,2005,08. For Revenge,4
1903,Rajasthan,2005,08. For Revenge,6
1904,Tamil Nadu,2005,08. For Revenge,6
1905,Tripura,2005,08. For Revenge,0
1906,Uttar Pradesh,2005,08. For Revenge,147
1907,West Bengal,2005,08. For Revenge,0
1908,Andhra Pradesh,2006,08. For Revenge,37
1909,Arunachal Pradesh,2006,08. For Revenge,0
1910,Assam,2006,08. For Revenge,25
1911,Bihar,2006,08. For Revenge,75
1912,Chandigarh,2006,08. For Revenge,7
1913,Chhattisgarh,2006,08. For Revenge,1
1914,Delhi,2006,08. For Revenge,4
1915,Gujarat,2006,08. For Revenge,14
1916,Haryana,2006,08. For Revenge,31
1917,Himachal Pradesh,2006,08. For Revenge,0
1918,Jammu & Kashmir,2006,08. For Revenge,5
1919,Jharkhand,2006,08. For Revenge,19
1920,Karnataka,2006,08. For Revenge,11
1921,Madhya Pradesh,2006,08. For Revenge,6
1922,Maharashtra,2006,08. For Revenge,24
1923,Manipur,2006,08. For Revenge,0
1924,Meghalaya,2006,08. For Revenge,0
1925,Mizoram,2006,08. For Revenge,0
1926,Nagaland,2006,08. For Revenge,0
1927,Odisha,2006,08. For Revenge,7
1928,Punjab,2006,08. For Revenge,2
1929,Rajasthan,2006,08. For Revenge,6
1930,Tamil Nadu,2006,08. For Revenge,3
1931,Uttar Pradesh,2006,08. For Revenge,193
1932,West Bengal,2006,08. For Revenge,1
1933,Andhra Pradesh,2007,08. For Revenge,32
1934,Arunachal Pradesh,2007,08. For Revenge,6
1935,Assam,2007,08. For Revenge,15
1936,Bihar,2007,08. For Revenge,48
1937,Chhattisgarh,2007,08. For Revenge,1
1938,Gujarat,2007,08. For Revenge,17
1939,Haryana,2007,08. For Revenge,39
1940,Himachal Pradesh,2007,08. For Revenge,0
1941,Jammu & Kashmir,2007,08. For Revenge,1
1942,Jharkhand,2007,08. For Revenge,12
1943,Karnataka,2007,08. For Revenge,6
1944,Kerala,2007,08. For Revenge,3
1945,Madhya Pradesh,2007,08. For Revenge,1
1946,Maharashtra,2007,08. For Revenge,9
1947,Manipur,2007,08. For Revenge,0
1948,Meghalaya,2007,08. For Revenge,1
1949,Mizoram,2007,08. For Revenge,0
1950,Nagaland,2007,08. For Revenge,0
1951,Odisha,2007,08. For Revenge,9
1952,Punjab,2007,08. For Revenge,8
1953,Rajasthan,2007,08. For Revenge,4
1954,Tamil Nadu,2007,08. For Revenge,3
1955,Uttar Pradesh,2007,08. For Revenge,186
1956,West Bengal,2007,08. For Revenge,10
1957,Andhra Pradesh,2008,08. For Revenge,61
1958,Arunachal Pradesh,2008,08. For Revenge,2
1959,Assam,2008,08. For Revenge,16
1960,Bihar,2008,08. For Revenge,29
1961,Chhattisgarh,2008,08. For Revenge,0
1962,Delhi,2008,08. For Revenge,3
1963,Goa,2008,08. For Revenge,1
1964,Gujarat,2008,08. For Revenge,46
1965,Haryana,2008,08. For Revenge,19
1966,Himachal Pradesh,2008,08. For Revenge,0
1967,Jammu & Kashmir,2008,08. For Revenge,7
1968,Jharkhand,2008,08. For Revenge,9
1969,Karnataka,2008,08. For Revenge,0
1970,Kerala,2008,08. For Revenge,14
1971,Madhya Pradesh,2008,08. For Revenge,2
1972,Maharashtra,2008,08. For Revenge,15
1973,Manipur,2008,08. For Revenge,0
1974,Meghalaya,2008,08. For Revenge,2
1975,Mizoram,2008,08. For Revenge,0
1976,Nagaland,2008,08. For Revenge,0
1977,Odisha,2008,08. For Revenge,22
1978,Puducherry,2008,08. For Revenge,0
1979,Punjab,2008,08. For Revenge,6
1980,Rajasthan,2008,08. For Revenge,11
1981,Tamil Nadu,2008,08. For Revenge,4
1982,Uttar Pradesh,2008,08. For Revenge,139
1983,West Bengal,2008,08. For Revenge,36
1984,Andhra Pradesh,2009,08. For Revenge,45
1985,Arunachal Pradesh,2009,08. For Revenge,0
1986,Assam,2009,08. For Revenge,15
1987,Bihar,2009,08. For Revenge,8
1988,Chandigarh,2009,08. For Revenge,3
1989,Chhattisgarh,2009,08. For Revenge,0
1990,Goa,2009,08. For Revenge,1
1991,Gujarat,2009,08. For Revenge,11
1992,Haryana,2009,08. For Revenge,27
1993,Himachal Pradesh,2009,08. For Revenge,0
1994,Jammu & Kashmir,2009,08. For Revenge,4
1995,Jharkhand,2009,08. For Revenge,12
1996,Karnataka,2009,08. For Revenge,1
1997,Kerala,2009,08. For Revenge,8
1998,Madhya Pradesh,2009,08. For Revenge,1
1999,Maharashtra,2009,08. For Revenge,16
2000,Manipur,2009,08. For Revenge,0
2001,Meghalaya,2009,08. For Revenge,1
2002,Nagaland,2009,08. For Revenge,0
2003,Odisha,2009,08. For Revenge,13
2004,Punjab,2009,08. For Revenge,7
2005,Rajasthan,2009,08. For Revenge,7
2006,Tamil Nadu,2009,08. For Revenge,5
2007,Uttar Pradesh,2009,08. For Revenge,117
2008,West Bengal,2009,08. For Revenge,40
2009,Andhra Pradesh,2010,08. For Revenge,32
2010,Arunachal Pradesh,2010,08. For Revenge,0
2011,Assam,2010,08. For Revenge,26
2012,Bihar,2010,08. For Revenge,9
2013,Chandigarh,2010,08. For Revenge,1
2014,Chhattisgarh,2010,08. For Revenge,0
2015,Gujarat,2010,08. For Revenge,7
2016,Haryana,2010,08. For Revenge,23
2017,Himachal Pradesh,2010,08. For Revenge,2
2018,Jammu & Kashmir,2010,08. For Revenge,7
2019,Jharkhand,2010,08. For Revenge,10
2020,Karnataka,2010,08. For Revenge,15
2021,Kerala,2010,08. For Revenge,6
2022,Madhya Pradesh,2010,08. For Revenge,5
2023,Maharashtra,2010,08. For Revenge,22
2024,Manipur,2010,08. For Revenge,0
2025,Meghalaya,2010,08. For Revenge,1
2026,Mizoram,2010,08. For Revenge,0
2027,Nagaland,2010,08. For Revenge,0
2028,Odisha,2010,08. For Revenge,3
2029,Punjab,2010,08. For Revenge,1
2030,Rajasthan,2010,08. For Revenge,13
2031,Tamil Nadu,2010,08. For Revenge,12
2032,Uttar Pradesh,2010,08. For Revenge,61
2033,West Bengal,2010,08. For Revenge,12
2034,Andhra Pradesh,2001,09. For Sale,0
2035,Arunachal Pradesh,2001,09. For Sale,0
2036,Assam,2001,09. For Sale,1
2037,Bihar,2001,09. For Sale,0
2038,Chandigarh,2001,09. For Sale,0
2039,Chhattisgarh,2001,09. For Sale,1
2040,Delhi,2001,09. For Sale,1
2041,Gujarat,2001,09. For Sale,1
2042,Haryana,2001,09. For Sale,0
2043,Himachal Pradesh,2001,09. For Sale,0
2044,Jharkhand,2001,09. For Sale,1
2045,Karnataka,2001,09. For Sale,0
2046,Kerala,2001,09. For Sale,0
2047,Madhya Pradesh,2001,09. For Sale,1
2048,Maharashtra,2001,09. For Sale,1
2049,Meghalaya,2001,09. For Sale,0
2050,Mizoram,2001,09. For Sale,0
2051,Nagaland,2001,09. For Sale,0
2052,Odisha,2001,09. For Sale,7
2053,Tamil Nadu,2001,09. For Sale,0
2054,Uttar Pradesh,2001,09. For Sale,20
2055,West Bengal,2001,09. For Sale,0
2056,Andhra Pradesh,2002,09. For Sale,3
2057,Assam,2002,09. For Sale,0
2058,Bihar,2002,09. For Sale,0
2059,Chhattisgarh,2002,09. For Sale,2
2060,Daman & Diu,2002,09. For Sale,0
2061,Gujarat,2002,09. For Sale,0
2062,Haryana,2002,09. For Sale,0
2063,Himachal Pradesh,2002,09. For Sale,0
2064,Jammu & Kashmir,2002,09. For Sale,0
2065,Jharkhand,2002,09. For Sale,3
2066,Karnataka,2002,09. For Sale,0
2067,Madhya Pradesh,2002,09. For Sale,0
2068,Maharashtra,2002,09. For Sale,1
2069,Meghalaya,2002,09. For Sale,0
2070,Nagaland,2002,09. For Sale,0
2071,Odisha,2002,09. For Sale,0
2072,Punjab,2002,09. For Sale,1
2073,Tamil Nadu,2002,09. For Sale,0
2074,Tripura,2002,09. For Sale,0
2075,Uttar Pradesh,2002,09. For Sale,0
2076,West Bengal,2002,09. For Sale,0
2077,Andhra Pradesh,2003,09. For Sale,2
2078,Arunachal Pradesh,2003,09. For Sale,0
2079,Assam,2003,09. For Sale,6
2080,Bihar,2003,09. For Sale,0
2081,Chandigarh,2003,09. For Sale,0
2082,Chhattisgarh,2003,09. For Sale,0
2083,Daman & Diu,2003,09. For Sale,0
2084,Gujarat,2003,09. For Sale,1
2085,Haryana,2003,09. For Sale,1
2086,Himachal Pradesh,2003,09. For Sale,0
2087,Jammu & Kashmir,2003,09. For Sale,0
2088,Jharkhand,2003,09. For Sale,0
2089,Karnataka,2003,09. For Sale,0
2090,Madhya Pradesh,2003,09. For Sale,2
2091,Maharashtra,2003,09. For Sale,3
2092,Meghalaya,2003,09. For Sale,1
2093,Nagaland,2003,09. For Sale,0
2094,Odisha,2003,09. For Sale,0
2095,Punjab,2003,09. For Sale,0
2096,Tamil Nadu,2003,09. For Sale,0
2097,West Bengal,2003,09. For Sale,2
2098,Andhra Pradesh,2004,09. For Sale,5
2099,Arunachal Pradesh,2004,09. For Sale,0
2100,Assam,2004,09. For Sale,0
2101,Bihar,2004,09. For Sale,3
2102,Chhattisgarh,2004,09. For Sale,0
2103,Goa,2004,09. For Sale,1
2104,Gujarat,2004,09. For Sale,0
2105,Himachal Pradesh,2004,09. For Sale,0
2106,Karnataka,2004,09. For Sale,1
2107,Madhya Pradesh,2004,09. For Sale,1
2108,Maharashtra,2004,09. For Sale,1
2109,Manipur,2004,09. For Sale,0
2110,Meghalaya,2004,09. For Sale,0
2111,Mizoram,2004,09. For Sale,0
2112,Nagaland,2004,09. For Sale,0
2113,Odisha,2004,09. For Sale,2
2114,Punjab,2004,09. For Sale,1
2115,Rajasthan,2004,09. For Sale,0
2116,Tamil Nadu,2004,09. For Sale,0
2117,Tripura,2004,09. For Sale,0
2118,Uttar Pradesh,2004,09. For Sale,0
2119,West Bengal,2004,09. For Sale,5
2120,Andhra Pradesh,2005,09. For Sale,1
2121,Arunachal Pradesh,2005,09. For Sale,0
2122,Assam,2005,09. For Sale,37
2123,Bihar,2005,09. For Sale,0
2124,Chandigarh,2005,09. For Sale,0
2125,Chhattisgarh,2005,09. For Sale,0
2126,Delhi,2005,09. For Sale,2
2127,Gujarat,2005,09. For Sale,0
2128,Haryana,2005,09. For Sale,0
2129,Himachal Pradesh,2005,09. For Sale,0
2130,Jammu & Kashmir,2005,09. For Sale,0
2131,Jharkhand,2005,09. For Sale,0
2132,Karnataka,2005,09. For Sale,0
2133,Madhya Pradesh,2005,09. For Sale,0
2134,Maharashtra,2005,09. For Sale,4
2135,Manipur,2005,09. For Sale,0
2136,Meghalaya,2005,09. For Sale,0
2137,Mizoram,2005,09. For Sale,0
2138,Nagaland,2005,09. For Sale,0
2139,Odisha,2005,09. For Sale,10
2140,Punjab,2005,09. For Sale,1
2141,Tripura,2005,09. For Sale,0
2142,Uttar Pradesh,2005,09. For Sale,0
2143,West Bengal,2005,09. For Sale,0
2144,Andhra Pradesh,2006,09. For Sale,0
2145,Arunachal Pradesh,2006,09. For Sale,0
2146,Assam,2006,09. For Sale,0
2147,Chhattisgarh,2006,09. For Sale,0
2148,Gujarat,2006,09. For Sale,1
2149,Haryana,2006,09. For Sale,1
2150,Himachal Pradesh,2006,09. For Sale,0
2151,Jammu & Kashmir,2006,09. For Sale,0
2152,Jharkhand,2006,09. For Sale,4
2153,Karnataka,2006,09. For Sale,0
2154,Madhya Pradesh,2006,09. For Sale,2
2155,Maharashtra,2006,09. For Sale,0
2156,Manipur,2006,09. For Sale,0
2157,Meghalaya,2006,09. For Sale,1
2158,Mizoram,2006,09. For Sale,0
2159,Nagaland,2006,09. For Sale,2
2160,Odisha,2006,09. For Sale,0
2161,Punjab,2006,09. For Sale,1
2162,Tamil Nadu,2006,09. For Sale,0
2163,Uttar Pradesh,2006,09. For Sale,0
2164,West Bengal,2006,09. For Sale,0
2165,Andhra Pradesh,2007,09. For Sale,4
2166,Arunachal Pradesh,2007,09. For Sale,0
2167,Assam,2007,09. For Sale,0
2168,Bihar,2007,09. For Sale,0
2169,Chhattisgarh,2007,09. For Sale,0
2170,Gujarat,2007,09. For Sale,0
2171,Haryana,2007,09. For Sale,0
2172,Himachal Pradesh,2007,09. For Sale,0
2173,Jammu & Kashmir,2007,09. For Sale,0
2174,Jharkhand,2007,09. For Sale,4
2175,Karnataka,2007,09. For Sale,0
2176,Madhya Pradesh,2007,09. For Sale,0
2177,Maharashtra,2007,09. For Sale,2
2178,Manipur,2007,09. For Sale,0
2179,Meghalaya,2007,09. For Sale,0
2180,Mizoram,2007,09. For Sale,0
2181,Nagaland,2007,09. For Sale,0
2182,Odisha,2007,09. For Sale,0
2183,Tamil Nadu,2007,09. For Sale,0
2184,West Bengal,2007,09. For Sale,20
2185,Andhra Pradesh,2008,09. For Sale,11
2186,Arunachal Pradesh,2008,09. For Sale,0
2187,Assam,2008,09. For Sale,8
2188,Bihar,2008,09. For Sale,0
2189,Chhattisgarh,2008,09. For Sale,0
2190,Gujarat,2008,09. For Sale,0
2191,Haryana,2008,09. For Sale,0
2192,Himachal Pradesh,2008,09. For Sale,0
2193,Jammu & Kashmir,2008,09. For Sale,0
2194,Jharkhand,2008,09. For Sale,1
2195,Karnataka,2008,09. For Sale,0
2196,Madhya Pradesh,2008,09. For Sale,1
2197,Maharashtra,2008,09. For Sale,1
2198,Manipur,2008,09. For Sale,0
2199,Meghalaya,2008,09. For Sale,0
2200,Mizoram,2008,09. For Sale,0
2201,Nagaland,2008,09. For Sale,1
2202,Odisha,2008,09. For Sale,0
2203,Puducherry,2008,09. For Sale,0
2204,Punjab,2008,09. For Sale,3
2205,Tamil Nadu,2008,09. For Sale,0
2206,West Bengal,2008,09. For Sale,0
2207,Andhra Pradesh,2009,09. For Sale,7
2208,Arunachal Pradesh,2009,09. For Sale,0
2209,Assam,2009,09. For Sale,11
2210,Bihar,2009,09. For Sale,8
2211,Chandigarh,2009,09. For Sale,0
2212,Chhattisgarh,2009,09. For Sale,0
2213,Gujarat,2009,09. For Sale,2
2214,Haryana,2009,09. For Sale,0
2215,Himachal Pradesh,2009,09. For Sale,0
2216,Jammu & Kashmir,2009,09. For Sale,0
2217,Jharkhand,2009,09. For Sale,28
2218,Karnataka,2009,09. For Sale,0
2219,Madhya Pradesh,2009,09. For Sale,0
2220,Maharashtra,2009,09. For Sale,2
2221,Manipur,2009,09. For Sale,0
2222,Meghalaya,2009,09. For Sale,0
2223,Nagaland,2009,09. For Sale,0
2224,Odisha,2009,09. For Sale,0
2225,Rajasthan,2009,09. For Sale,1
2226,Tamil Nadu,2009,09. For Sale,1
2227,West Bengal,2009,09. For Sale,163
2228,Andhra Pradesh,2010,09. For Sale,3
2229,Arunachal Pradesh,2010,09. For Sale,0
2230,Assam,2010,09. For Sale,3
2231,Bihar,2010,09. For Sale,3
2232,Chhattisgarh,2010,09. For Sale,0
2233,Delhi,2010,09. For Sale,6
2234,Gujarat,2010,09. For Sale,0
2235,Himachal Pradesh,2010,09. For Sale,0
2236,Jammu & Kashmir,2010,09. For Sale,0
2237,Jharkhand,2010,09. For Sale,3
2238,Karnataka,2010,09. For Sale,0
2239,Kerala,2010,09. For Sale,0
2240,Madhya Pradesh,2010,09. For Sale,2
2241,Maharashtra,2010,09. For Sale,2
2242,Manipur,2010,09. For Sale,0
2243,Meghalaya,2010,09. For Sale,0
2244,Mizoram,2010,09. For Sale,0
2245,Nagaland,2010,09. For Sale,0
2246,Odisha,2010,09. For Sale,0
2247,Punjab,2010,09. For Sale,1
2248,Tamil Nadu,2010,09. For Sale,0
2249,West Bengal,2010,09. For Sale,175
2250,Andhra Pradesh,2001,10. For Selling Bodyparts,0
2251,Arunachal Pradesh,2001,10. For Selling Bodyparts,0
2252,Assam,2001,10. For Selling Bodyparts,1
2253,Bihar,2001,10. For Selling Bodyparts,0
2254,Chandigarh,2001,10. For Selling Bodyparts,0
2255,Chhattisgarh,2001,10. For Selling Bodyparts,0
2256,Gujarat,2001,10. For Selling Bodyparts,0
2257,Haryana,2001,10. For Selling Bodyparts,0
2258,Himachal Pradesh,2001,10. For Selling Bodyparts,0
2259,Jharkhand,2001,10. For Selling Bodyparts,0
2260,Karnataka,2001,10. For Selling Bodyparts,0
2261,Maharashtra,2001,10. For Selling Bodyparts,0
2262,Meghalaya,2001,10. For Selling Bodyparts,0
2263,Mizoram,2001,10. For Selling Bodyparts,0
2264,Nagaland,2001,10. For Selling Bodyparts,0
2265,Odisha,2001,10. For Selling Bodyparts,0
2266,Tamil Nadu,2001,10. For Selling Bodyparts,0
2267,West Bengal,2001,10. For Selling Bodyparts,0
2268,Andhra Pradesh,2002,10. For Selling Bodyparts,0
2269,Assam,2002,10. For Selling Bodyparts,0
2270,Bihar,2002,10. For Selling Bodyparts,0
2271,Chhattisgarh,2002,10. For Selling Bodyparts,0
2272,Daman & Diu,2002,10. For Selling Bodyparts,0
2273,Gujarat,2002,10. For Selling Bodyparts,0
2274,Haryana,2002,10. For Selling Bodyparts,0
2275,Himachal Pradesh,2002,10. For Selling Bodyparts,0
2276,Jammu & Kashmir,2002,10. For Selling Bodyparts,0
2277,Karnataka,2002,10. For Selling Bodyparts,0
2278,Madhya Pradesh,2002,10. For Selling Bodyparts,0
2279,Maharashtra,2002,10. For Selling Bodyparts,0
2280,Meghalaya,2002,10. For Selling Bodyparts,0
2281,Nagaland,2002,10. For Selling Bodyparts,0
2282,Odisha,2002,10. For Selling Bodyparts,0
2283,Punjab,2002,10. For Selling Bodyparts,0
2284,Tamil Nadu,2002,10. For Selling Bodyparts,0
2285,Tripura,2002,10. For Selling Bodyparts,0
2286,West Bengal,2002,10. For Selling Bodyparts,0
2287,Andhra Pradesh,2003,10. For Selling Bodyparts,0
2288,Arunachal Pradesh,2003,10. For Selling Bodyparts,0
2289,Assam,2003,10. For Selling Bodyparts,0
2290,Bihar,2003,10. For Selling Bodyparts,0
2291,Chandigarh,2003,10. For Selling Bodyparts,0
2292,Chhattisgarh,2003,10. For Selling Bodyparts,0
2293,Daman & Diu,2003,10. For Selling Bodyparts,0
2294,Gujarat,2003,10. For Selling Bodyparts,0
2295,Haryana,2003,10. For Selling Bodyparts,0
2296,Himachal Pradesh,2003,10. For Selling Bodyparts,0
2297,Jammu & Kashmir,2003,10. For Selling Bodyparts,0
2298,Jharkhand,2003,10. For Selling Bodyparts,0
2299,Karnataka,2003,10. For Selling Bodyparts,0
2300,Madhya Pradesh,2003,10. For Selling Bodyparts,NULL
2301,Maharashtra,2003,10. For Selling Bodyparts,0
2302,Meghalaya,2003,10. For Selling Bodyparts,0
2303,Nagaland,2003,10. For Selling Bodyparts,0
2304,Odisha,2003,10. For Selling Bodyparts,0
2305,Punjab,2003,10. For Selling Bodyparts,0
2306,Tamil Nadu,2003,10. For Selling Bodyparts,0
2307,West Bengal,2003,10. For Selling Bodyparts,0
2308,Andhra Pradesh,2004,10. For Selling Bodyparts,0
2309,Arunachal Pradesh,2004,10. For Selling Bodyparts,0
2310,Assam,2004,10. For Selling Bodyparts,1
2311,Bihar,2004,10. For Selling Bodyparts,0
2312,Chhattisgarh,2004,10. For Selling Bodyparts,0
2313,Gujarat,2004,10. For Selling Bodyparts,0
2314,Himachal Pradesh,2004,10. For Selling Bodyparts,0
2315,Karnataka,2004,10. For Selling Bodyparts,0
2316,Madhya Pradesh,2004,10. For Selling Bodyparts,0
2317,Maharashtra,2004,10. For Selling Bodyparts,0
2318,Manipur,2004,10. For Selling Bodyparts,0
2319,Meghalaya,2004,10. For Selling Bodyparts,0
2320,Mizoram,2004,10. For Selling Bodyparts,0
2321,Nagaland,2004,10. For Selling Bodyparts,0
2322,Odisha,2004,10. For Selling Bodyparts,0
2323,Punjab,2004,10. For Selling Bodyparts,0
2324,Tamil Nadu,2004,10. For Selling Bodyparts,0
2325,Tripura,2004,10. For Selling Bodyparts,0
2326,Uttar Pradesh,2004,10. For Selling Bodyparts,0
2327,West Bengal,2004,10. For Selling Bodyparts,0
2328,Andhra Pradesh,2005,10. For Selling Bodyparts,0
2329,Arunachal Pradesh,2005,10. For Selling Bodyparts,0
2330,Assam,2005,10. For Selling Bodyparts,0
2331,Bihar,2005,10. For Selling Bodyparts,3
2332,Chandigarh,2005,10. For Selling Bodyparts,0
2333,Chhattisgarh,2005,10. For Selling Bodyparts,0
2334,Gujarat,2005,10. For Selling Bodyparts,0
2335,Haryana,2005,10. For Selling Bodyparts,0
2336,Himachal Pradesh,2005,10. For Selling Bodyparts,0
2337,Jammu & Kashmir,2005,10. For Selling Bodyparts,0
2338,Jharkhand,2005,10. For Selling Bodyparts,0
2339,Karnataka,2005,10. For Selling Bodyparts,0
2340,Madhya Pradesh,2005,10. For Selling Bodyparts,0
2341,Maharashtra,2005,10. For Selling Bodyparts,0
2342,Manipur,2005,10. For Selling Bodyparts,0
2343,Meghalaya,2005,10. For Selling Bodyparts,0
2344,Mizoram,2005,10. For Selling Bodyparts,0
2345,Nagaland,2005,10. For Selling Bodyparts,0
2346,Odisha,2005,10. For Selling Bodyparts,0
2347,Punjab,2005,10. For Selling Bodyparts,0
2348,Tripura,2005,10. For Selling Bodyparts,0
2349,Uttar Pradesh,2005,10. For Selling Bodyparts,0
2350,West Bengal,2005,10. For Selling Bodyparts,0
2351,Andhra Pradesh,2006,10. For Selling Bodyparts,0
2352,Arunachal Pradesh,2006,10. For Selling Bodyparts,0
2353,Assam,2006,10. For Selling Bodyparts,0
2354,Chhattisgarh,2006,10. For Selling Bodyparts,1
2355,Gujarat,2006,10. For Selling Bodyparts,0
2356,Himachal Pradesh,2006,10. For Selling Bodyparts,0
2357,Jammu & Kashmir,2006,10. For Selling Bodyparts,0
2358,Jharkhand,2006,10. For Selling Bodyparts,0
2359,Karnataka,2006,10. For Selling Bodyparts,0
